customer_id,age,gender,city,signup_date,customer_segment,
C00200,58,Male,Guntur,21-09-2025,Regular,
C00201,28,Male,Pune,26-06-2024,Premium,
C00202,34,Male,Ahmedabad,05-02-2025,Premium,
C00203,57,Male,Delhi,15-05-2024,Regular,
C00204,51,Male,Vijayawada,19-10-2023,Budget,
C00205,47,Male,Chennai,16-04-2025,Budget,
C00206,19,Male,Pune,27-11-2025,Budget,
C00207,44,Female,Hyderabad,16-10-2023,Regular,
C00208,44,Male,Guntur,02-05-2025,Regular,
C00209,32,Male,Pune,13-10-2023,Premium,
C00210,53,Male,Bengaluru,23-02-2025,Budget,
C00211,61,Female,Guntur,13-05-2025,Premium,
C00212,30,Female,Vijayawada,07-05-2024,Premium,
C00213,33,Other,Hyderabad,17-03-2025,Regular,
C00214,33,Female,Guntur,26-10-2023,Premium,
C00215,57,Male,Ahmedabad,28-03-2023,Regular,
C00216,21,Female,Mumbai,16-04-2023,Budget,
C00217,60,Male,Kolkata,04-05-2024,Budget,
C00218,54,Female,Ahmedabad,15-09-2025,Budget,
C00219,40,Male,Delhi,20-05-2023,Budget,
C00220,45,Male,Kolkata,14-05-2024,Regular,
C00221,60,Female,Hyderabad,09-02-2025,Budget,
C00222,54,Female,Vijayawada,10-08-2023,Budget,
C00223,31,Other,Vijayawada,01-03-2025,Budget,
C00224,20,Male,Chennai,02-12-2023,Regular,
C00225,48,Male,Delhi,04-06-2025,Premium,
C00226,24,Male,Chennai,26-09-2024,Regular,
C00227,22,Male,Mumbai,21-08-2024,Regular,
C00228,64,Male,Chennai,13-07-2023,Premium,
C00229,40,Male,Guntur,22-05-2024,Regular,
C00230,48,Female,Kolkata,26-07-2025,Regular,
C00231,28,Male,Guntur,22-01-2023,Regular,
C00232,22,Female,Ahmedabad,10-04-2025,Premium,
C00233,20,Female,Ahmedabad,23-06-2024,Budget,
C00234,34,Female,Bengaluru,26-02-2025,Regular,
C00235,18,Male,Guntur,27-12-2024,Regular,
C00236,37,Male,Ahmedabad,18-04-2024,Budget,
C00237,33,Male,Bengaluru,04-12-2023,Regular,
C00238,42,Female,Hyderabad,17-11-2024,Regular,
C00239,45,Male,Ahmedabad,03-06-2023,Premium,
C00240,32,Male,Mumbai,01-10-2024,Premium,
C00241,39,Other,Mumbai,14-04-2023,Regular,
C00242,21,Female,Mumbai,12-12-2024,Regular,
C00243,32,Female,Guntur,19-11-2024,Premium,
C00244,63,Male,Mumbai,03-04-2023,Budget,
C00245,64,Female,Mumbai,09-04-2025,Budget,
C00246,40,Male,Mumbai,31-03-2024,Regular,
C00247,62,Male,Hyderabad,15-02-2023,Regular,
C00248,41,Female,Hyderabad,16-07-2023,Regular,
C00249,23,Female,Delhi,24-06-2024,Regular,
C00250,58,Female,Hyderabad,26-07-2023,Budget,
C00251,37,Male,Ahmedabad,28-12-2023,Regular,
C00252,46,Male,Delhi,24-12-2024,Regular,
C00253,48,Female,Pune,08-06-2023,Premium,
C00254,32,Female,Mumbai,12-01-2025,Budget,
C00255,52,Male,Ahmedabad,24-04-2023,Regular,
C00256,41,Male,Delhi,11-07-2023,Regular,
C00257,35,Female,Hyderabad,05-10-2024,Regular,
C00258,32,Female,Delhi,18-05-2025,Budget,
C00259,53,Male,Bengaluru,06-07-2023,Budget,
C00260,29,Female,Pune,25-11-2023,Budget,
C00261,23,Other,Pune,10-10-2025,Regular,
C00262,59,Male,Delhi,19-12-2025,Regular,
C00263,33,Female,Mumbai,28-09-2024,Regular,
C00264,48,Female,Pune,04-05-2024,Regular,
C00265,51,Female,Kolkata,15-01-2024,Budget,
C00266,57,Female,Guntur,01-11-2024,Budget,
C00267,47,Female,Vijayawada,09-10-2024,Regular,
C00268,51,Female,Hyderabad,19-11-2023,Regular,
C00269,57,Male,Kolkata,25-01-2023,Regular,
C00270,62,Female,Hyderabad,15-06-2023,Regular,
C00271,20,Male,Delhi,15-11-2025,Premium,
C00272,52,Male,Ahmedabad,02-04-2024,Premium,
C00273,26,Female,Pune,12-06-2024,Regular,
C00274,59,Female,Guntur,26-05-2024,Budget,
C00275,20,Other,Vijayawada,07-05-2025,Budget,
C00276,29,Female,Vijayawada,13-03-2023,Regular,
C00277,27,Female,Kolkata,01-04-2023,Regular,
C00278,46,Male,Kolkata,30-10-2023,Budget,
C00279,18,Female,Guntur,16-06-2024,Budget,
C00280,18,Other,Chennai,04-01-2025,Premium,
C00281,41,Male,Mumbai,21-06-2024,Budget,
C00282,63,Female,Mumbai,28-04-2024,Regular,
C00283,42,Female,Ahmedabad,23-10-2025,Premium,
C00284,38,Male,Mumbai,26-06-2023,Regular,
C00285,48,Female,Bengaluru,18-09-2024,Budget,
C00286,43,Male,Ahmedabad,16-08-2024,Regular,
C00287,36,Male,Ahmedabad,02-06-2024,Regular,
C00288,45,Male,Pune,03-06-2025,Budget,
C00289,18,Male,Guntur,20-10-2023,Regular,
C00290,29,Male,Ahmedabad,10-11-2025,Budget,
C00291,49,Female,Vijayawada,30-12-2023,Regular,
C00292,34,Male,Chennai,19-08-2024,Premium,
C00293,20,Female,Bengaluru,24-07-2024,Regular,
C00294,23,Female,Mumbai,19-07-2025,Premium,
C00295,58,Male,Guntur,25-04-2024,Regular,
C00296,33,Male,Vijayawada,08-11-2023,Premium,
C00297,19,Female,Bengaluru,24-01-2023,Regular,
C00298,52,Female,Guntur,03-02-2024,Budget,
C00299,42,Female,Delhi,23-06-2025,Premium,
C00300,39,Male,Guntur,11-01-2023,Premium,
C00301,60,Female,Kolkata,08-09-2025,Regular,
C00302,32,Female,Hyderabad,17-08-2024,Regular,
C00303,44,Other,Delhi,03-06-2023,Budget,
C00304,53,Male,Hyderabad,27-11-2023,Budget,
C00305,46,Female,Mumbai,29-08-2024,Budget,
C00306,27,Male,Ahmedabad,12-12-2023,Regular,
C00307,50,Female,Kolkata,29-04-2023,Budget,
C00308,52,Female,Ahmedabad,30-12-2024,Budget,
C00309,23,Female,Kolkata,06-01-2025,Premium,
C00310,25,Male,Hyderabad,11-05-2023,Regular,
C00311,49,Female,Pune,04-11-2023,Regular,
C00312,23,Male,Delhi,25-09-2023,Budget,
C00313,59,Female,Pune,23-12-2024,Budget,
C00314,23,Female,Chennai,10-03-2025,Regular,
C00315,63,Female,Ahmedabad,07-03-2025,Budget,
C00316,49,Male,Kolkata,24-10-2025,Regular,
C00317,38,Female,Delhi,21-04-2025,Premium,
C00318,30,Female,Hyderabad,18-12-2023,Budget,
C00319,34,Female,Hyderabad,28-04-2023,Regular,
C00320,53,Female,Mumbai,04-11-2024,Regular,
C00321,53,Female,Pune,30-09-2025,Budget,
C00322,27,Female,Vijayawada,03-12-2025,Regular,
C00323,43,Female,Ahmedabad,10-09-2023,Regular,
C00324,64,Male,Delhi,16-09-2023,Budget,
C00325,30,Female,Chennai,10-02-2023,Regular,
C00326,50,Male,Bengaluru,04-06-2023,Regular,
C00327,26,Male,Bengaluru,30-08-2024,Regular,
C00328,57,Female,Hyderabad,21-08-2024,Premium,
C00329,26,Male,Vijayawada,11-02-2024,Regular,
C00330,31,Female,Hyderabad,06-12-2023,Regular,
C00331,39,Other,Guntur,27-06-2025,Premium,
C00332,35,Male,Pune,18-05-2024,Regular,
C00333,25,Male,Kolkata,04-06-2025,Budget,
C00334,48,Male,Vijayawada,20-11-2025,Budget,
C00335,18,Male,Ahmedabad,14-12-2023,Budget,
C00336,64,Female,Bengaluru,10-08-2023,Budget,
C00337,20,Female,Vijayawada,09-11-2025,Regular,
C00338,33,Female,Bengaluru,26-11-2024,Budget,
C00339,61,Male,Pune,15-11-2023,Premium,
C00340,25,Female,Kolkata,11-11-2024,Regular,
C00341,21,Male,Chennai,17-07-2024,Budget,
C00342,52,Female,Kolkata,18-09-2025,Premium,
C00343,21,Female,Kolkata,08-10-2023,Regular,
C00344,60,Male,Vijayawada,21-12-2025,Budget,
C00345,39,Female,Vijayawada,21-10-2025,Budget,
C00346,58,Female,Mumbai,17-07-2023,Regular,
C00347,29,Male,Kolkata,30-06-2023,Regular,
C00348,24,Female,Guntur,06-08-2024,Regular,
C00349,63,Female,Hyderabad,19-02-2023,Regular,
C00350,53,Male,Kolkata,24-11-2023,Regular,
C00351,60,Male,Vijayawada,21-04-2024,Premium,
C00352,33,Female,Bengaluru,27-11-2025,Regular,
C00353,37,Female,Ahmedabad,22-12-2025,Regular,
C00354,45,Female,Hyderabad,15-06-2023,Budget,
C00355,39,Female,Delhi,03-09-2025,Regular,
C00356,29,Female,Guntur,10-04-2023,Regular,
C00357,35,Male,Vijayawada,30-03-2025,Regular,
C00358,46,Male,Ahmedabad,14-07-2025,Regular,
C00359,19,Male,Ahmedabad,02-09-2025,Regular,
C00360,33,Female,Chennai,02-09-2023,Regular,
C00361,31,Female,Guntur,05-09-2025,Regular,
C00362,21,Female,Kolkata,07-05-2023,Regular,
C00363,23,Male,Vijayawada,22-07-2024,Premium,
C00364,41,Female,Kolkata,29-05-2024,Regular,
C00365,22,Female,Hyderabad,12-12-2023,Regular,
C00366,34,Male,Pune,25-01-2023,Regular,
C00367,44,Male,Ahmedabad,25-04-2025,Regular,
C00368,59,Female,Ahmedabad,03-01-2024,Regular,
C00369,22,Female,Mumbai,25-12-2024,Premium,
C00370,38,Female,Bengaluru,25-03-2024,Regular,
C00371,22,Male,Guntur,14-02-2024,Premium,
C00372,38,Female,Guntur,28-08-2025,Regular,
C00373,40,Male,Guntur,14-04-2023,Premium,
C00374,55,Male,Kolkata,17-03-2025,Premium,
C00375,38,Female,Guntur,28-03-2025,Regular,
C00376,61,Male,Delhi,21-02-2024,Regular,
C00377,24,Other,Ahmedabad,15-10-2023,Regular,
C00378,20,Male,Delhi,06-01-2023,Regular,
C00379,18,Male,Ahmedabad,22-10-2025,Regular,
C00380,34,Male,Bengaluru,03-11-2025,Regular,
C00381,27,Female,Chennai,21-09-2023,Regular,
C00382,22,Male,Chennai,04-02-2023,Budget,
C00383,29,Male,Delhi,15-05-2023,Regular,
C00384,63,Male,Guntur,16-03-2023,Regular,
C00385,55,Male,Bengaluru,29-06-2025,Regular,
C00386,18,Female,Ahmedabad,03-09-2025,Budget,
C00387,61,Female,Guntur,17-06-2023,Budget,
C00388,27,Male,Kolkata,28-03-2025,Regular,
C00389,37,Female,Kolkata,16-07-2023,Regular,
C00390,33,Male,Bengaluru,07-02-2024,Budget,
C00391,37,Female,Kolkata,18-10-2024,Budget,
C00392,53,Male,Chennai,27-02-2025,Regular,
C00393,51,Female,Chennai,15-08-2025,Budget,
C00394,45,Male,Guntur,19-02-2023,Budget,
C00395,47,Female,Kolkata,04-08-2023,Regular,
C00396,52,Male,Vijayawada,04-11-2023,Regular,
C00397,26,Other,Delhi,06-12-2023,Premium,
C00398,36,Male,Mumbai,28-12-2025,Budget,
C00399,23,Female,Vijayawada,01-05-2025,Budget,
C00400,51,Female,Kolkata,17-12-2023,Budget,
C00401,38,Male,Guntur,30-11-2025,Regular,
C00402,47,Male,Hyderabad,30-06-2024,Budget,
C00403,44,Male,Pune,02-07-2024,Budget,
C00404,30,Other,Guntur,19-04-2024,Regular,
C00405,24,Female,Guntur,07-06-2023,Regular,
C00406,63,Female,Ahmedabad,20-10-2025,Regular,
C00407,31,Male,Bengaluru,16-01-2023,Regular,
C00408,23,Female,Pune,10-07-2023,Regular,
C00409,32,Male,Bengaluru,09-09-2023,Regular,
C00410,60,Male,Guntur,02-11-2023,Budget,
C00411,30,Male,Kolkata,25-05-2023,Regular,
C00412,64,Male,Bengaluru,20-01-2023,Budget,
C00413,39,Female,Ahmedabad,12-01-2025,Budget,
C00414,58,Female,Ahmedabad,27-11-2025,Regular,
C00415,48,Male,Hyderabad,14-05-2023,Budget,
C00416,20,Male,Hyderabad,21-11-2023,Budget,
C00417,41,Female,Chennai,08-07-2024,Regular,
C00418,37,Female,Hyderabad,12-10-2025,Regular,
C00419,27,Male,Pune,30-01-2025,Budget,
C00420,43,Male,Guntur,18-04-2025,Regular,
C00421,22,Female,Hyderabad,28-09-2024,Premium,
C00422,50,Other,Kolkata,01-04-2024,Budget,
C00423,56,Female,Delhi,07-08-2023,Regular,
C00424,22,Male,Guntur,04-08-2025,Budget,
C00425,40,Female,Delhi,30-05-2025,Premium,
C00426,48,Male,Kolkata,28-01-2023,Budget,
C00427,20,Female,Vijayawada,22-02-2025,Budget,
C00428,36,Male,Bengaluru,03-04-2023,Premium,
C00429,30,Male,Mumbai,20-03-2025,Regular,
C00430,19,Male,Chennai,23-06-2025,Budget,
C00431,55,Male,Bengaluru,24-05-2023,Regular,
C00432,38,Male,Kolkata,20-04-2024,Premium,
C00433,53,Female,Hyderabad,16-05-2023,Regular,
C00434,45,Female,Mumbai,13-09-2024,Budget,
C00435,59,Female,Bengaluru,12-10-2025,Budget,
C00436,64,Male,Kolkata,30-03-2023,Premium,
C00437,46,Male,Ahmedabad,11-03-2024,Budget,
C00438,34,Female,Delhi,01-12-2025,Budget,
C00439,37,Male,Delhi,26-11-2023,Budget,
C00440,56,Male,Delhi,25-05-2023,Budget,
C00441,38,Female,Bengaluru,18-06-2024,Regular,
C00442,42,Other,Mumbai,10-07-2024,Regular,
C00443,27,Male,Vijayawada,26-12-2024,Budget,
C00444,64,Female,Hyderabad,10-12-2023,Budget,
C00445,48,Female,Ahmedabad,12-11-2025,Budget,
C00446,33,Male,Bengaluru,24-07-2024,Budget,
C00447,45,Female,Bengaluru,10-11-2023,Budget,
C00448,36,Male,Chennai,17-11-2025,Regular,
C00449,25,Male,Chennai,09-10-2025,Budget,
C00450,59,Other,Mumbai,30-06-2024,Budget,
C00451,59,Female,Guntur,28-01-2023,Regular,
C00452,57,Male,Vijayawada,15-10-2024,Regular,
C00453,35,Male,Kolkata,30-08-2024,Regular,
C00454,30,Female,Bengaluru,12-06-2023,Premium,
C00455,20,Male,Vijayawada,25-11-2024,Budget,
C00456,52,Female,Guntur,09-07-2025,Budget,
C00457,33,Female,Hyderabad,26-04-2023,Budget,
C00458,59,Male,Mumbai,03-03-2025,Budget,
C00459,58,Female,Ahmedabad,03-06-2023,Premium,
C00460,24,Female,Hyderabad,30-03-2025,Regular,
C00461,61,Female,Hyderabad,03-04-2024,Regular,
C00462,24,Male,Kolkata,08-01-2023,Premium,
C00463,41,Male,Mumbai,24-11-2025,Regular,
C00464,40,Male,Delhi,01-07-2023,Regular,
C00465,62,Female,Ahmedabad,14-10-2024,Premium,
C00466,48,Female,Pune,18-07-2023,Regular,
C00467,59,Female,Ahmedabad,18-10-2025,Budget,
C00468,46,Female,Bengaluru,19-03-2025,Regular,
C00469,56,Male,Hyderabad,30-05-2025,Premium,
C00470,58,Male,Chennai,18-04-2024,Regular,
C00471,58,Female,Chennai,26-05-2024,Regular,
C00472,37,Female,Mumbai,25-11-2024,Premium,
C00473,35,Female,Ahmedabad,09-05-2025,Regular,
C00474,64,Male,Bengaluru,16-07-2025,Regular,
C00475,53,Male,Bengaluru,20-01-2023,Budget,
C00476,61,Female,Chennai,27-12-2024,Budget,
C00477,45,Male,Mumbai,30-04-2023,Budget,
C00478,61,Male,Bengaluru,12-11-2023,Premium,
C00479,51,Female,Bengaluru,27-06-2025,Premium,
C00480,52,Female,Pune,02-10-2023,Budget,
C00481,26,Female,Bengaluru,22-05-2025,Budget,
C00482,44,Female,Bengaluru,21-05-2024,Budget,
C00483,52,Female,Guntur,12-09-2023,Regular,
C00484,53,Male,Hyderabad,01-01-2024,Regular,
C00485,63,Female,Hyderabad,04-08-2024,Regular,
C00486,33,Female,Hyderabad,17-04-2025,Budget,
C00487,32,Male,Pune,25-10-2024,Budget,
C00488,63,Other,Kolkata,18-10-2025,Premium,
C00489,64,Female,Kolkata,08-08-2025,Regular,
C00490,26,Male,Kolkata,04-04-2025,Budget,
C00491,35,Female,Hyderabad,22-10-2024,Budget,
C00492,62,Female,Mumbai,14-11-2023,Budget,
C00493,27,Male,Kolkata,27-03-2024,Budget,
C00494,54,Male,Kolkata,11-05-2023,Budget,
C00495,23,Female,Mumbai,14-02-2024,Regular,
C00496,26,Male,Guntur,11-04-2024,Budget,
C00497,54,Male,Guntur,05-05-2023,Regular,
C00498,46,Female,Ahmedabad,14-12-2024,Regular,
C00499,44,Female,Ahmedabad,20-11-2025,Budget,
C00500,58,Female,Vijayawada,07-08-2025,Regular,
C00501,32,Female,Ahmedabad,28-10-2023,Premium,
C00502,41,Female,Pune,12-05-2024,Budget,
C00503,46,Male,Mumbai,04-08-2024,Regular,
C00504,52,Male,Mumbai,29-09-2023,Budget,
C00505,33,Female,Guntur,22-10-2023,Budget,
C00506,47,Male,Chennai,17-09-2023,Budget,
C00507,39,Female,Kolkata,25-12-2025,Regular,
C00508,43,Female,Pune,09-07-2025,Regular,
C00509,58,Male,Mumbai,13-06-2025,Regular,
C00510,36,Female,Delhi,16-11-2025,Budget,
C00511,49,Female,Hyderabad,26-04-2023,Regular,
C00512,62,Female,Ahmedabad,23-08-2025,Budget,
C00513,53,Male,Hyderabad,14-03-2023,Budget,
