product_id,product_name,category,brand,cost_price,selling_price,price_check,,,,,,,,
P0044,Product 0044,Grocery,DailyNeeds,1206.19,1731.48,Valid,,,,,,,,
P0045,Product 0045,Sports,TechPro,14812.27,21813.29,Valid,,,,,,,,
P0046,Product 0046,Sports,PrimeHome,8115.35,12234.75,Valid,,,,,,,,
P0047,Product 0047,Home & Kitchen,FitMax,14755.08,18522.56,Valid,,,,,,,,
P0048,Product 0048,Sports,UrbanX,11297.59,16265.18,Valid,,,,,,,,
P0049,Product 0049,Electronics,FitMax,2378.18,2933.8,Valid,,,,,,,,
P0050,Product 0050,Electronics,DailyNeeds,3488.82,5315.88,Valid,,,,,,,,
P0051,Product 0051,Grocery,DailyNeeds,1693.51,1837.87,Valid,,,,,,,,
P0052,Product 0052,Fashion,Nova,10963.37,14778.51,Valid,,,,,,,,
P0053,Product 0053,Books,Nova,2613.01,3448.33,Valid,,,,,,,,
P0054,Product 0054,Fashion,FitMax,10747.24,16040.07,Valid,,,,,,,,
P0055,Product 0055,Sports,DailyNeeds,12906.53,15251.22,Valid,,,,,,,,
P0056,Product 0056,Sports,UrbanX,6234.55,6989.09,Valid,,,,,,,,
P0057,Product 0057,Books,FitMax,9949.46,14703.58,Valid,,,,,,,,
P0058,Product 0058,Grocery,UrbanX,13438.42,16724.76,Valid,,,,,,,,
P0059,Product 0059,Home & Kitchen,PrimeHome,11321.57,13956.24,Valid,,,,,,,,
P0060,Product 0060,Grocery,UrbanX,2048.33,2313.58,Valid,,,,,,,,
P0061,Product 0061,Home & Kitchen,PrimeHome,4458.43,6743.05,Valid,,,,,,,,
P0062,Product 0062,Grocery,DailyNeeds,8081,11131.5,Valid,,,,,,,,
P0063,Product 0063,Beauty,Nova,4037.61,5674.16,Valid,,,,,,,,
P0064,Product 0064,Books,FitMax,7638.26,11472.9,Valid,,,,,,,,
P0065,Product 0065,Books,UrbanX,14297.18,21111.38,Valid,,,,,,,,
P0066,Product 0066,Sports,Unknown,6852.19,8855.45,Valid,,,,,,,,
P0067,Product 0067,Grocery,FitMax,3998.88,4619.08,Valid,,,,,,,,
P0068,Product 0068,Sports,TechPro,2284.02,3188.46,Valid,,,,,,,,
P0069,Product 0069,Sports,Nova,13526.35,18745.3,Valid,,,,,,,,
P0070,Product 0070,Fashion,TechPro,3523.92,3883.81,Valid,,,,,,,,
P0071,Product 0071,Home & Kitchen,DailyNeeds,2984.94,4485.52,Valid,,,,,,,,
P0072,Product 0072,Electronics,FitMax,8311.95,10286.56,Valid,,,,,,,,
P0073,Product 0073,Books,Nova,6979.49,8944.4,Valid,,,,,,,,
P0074,Product 0074,Sports,DailyNeeds,5846.41,7725.9,Valid,,,,,,,,
P0075,Product 0075,Sports,UrbanX,8721.91,13158.3,Valid,,,,,,,,
P0076,Product 0076,Sports,DailyNeeds,8584.15,9958.73,Valid,,,,,,,,
P0077,Product 0077,Fashion,TechPro,1119.2,1402.68,Valid,,,,,,,,
P0078,Product 0078,Grocery,FitMax,6282.29,8265.17,Valid,,,,,,,,
P0079,Product 0079,Beauty,Nova,10842.7,16764.9,Valid,,,,,,,,
P0080,Product 0080,Sports,TechPro,5787.02,7446.06,Valid,,,,,,,,
P0081,Product 0081,Electronics,DailyNeeds,14965.12,18965.49,Valid,,,,,,,,
P0082,Product 0082,Sports,PrimeHome,3607.24,5481.07,Valid,,,,,,,,
P0083,Product 0083,Home & Kitchen,UrbanX,7495.83,10425.97,Valid,,,,,,,,
P0084,Product 0084,Grocery,UrbanX,10141.55,11732.56,Valid,,,,,,,,
P0085,Product 0085,Books,DailyNeeds,8263.15,9606.96,Valid,,,,,,,,
P0086,Product 0086,Grocery,Unknown,682.19,943.4,Valid,,,,,,,,
P0087,Product 0087,Home & Kitchen,FitMax,7753.63,10075.97,Valid,,,,,,,,
P0088,Product 0088,Sports,UrbanX,14499.76,15720.86,Valid,,,,,,,,
P0089,Product 0089,Sports,PrimeHome,6159.29,7950.65,Valid,,,,,,,,
P0090,Product 0090,Fashion,FitMax,1831.07,2786.26,Valid,,,,,,,,
P0091,Product 0091,Home & Kitchen,Nova,416.75,596.48,Valid,,,,,,,,
P0092,Product 0092,Sports,PrimeHome,6242.75,8381.16,Valid,,,,,,,,
P0093,Product 0093,Fashion,FitMax,2860.92,3352.26,Valid,,,,,,,,
P0094,Product 0094,Home & Kitchen,UrbanX,12537.01,15517.69,Valid,,,,,,,,
P0095,Product 0095,Books,UrbanX,14288.64,22124.82,Valid,,,,,,,,
P0096,Product 0096,Books,Nova,14113.9,19614.87,Valid,,,,,,,,
P0097,Product 0097,Sports,Nova,5680.49,6872.57,Valid,,,,,,,,
P0098,Product 0098,Sports,UrbanX,6875.88,9810.89,Valid,,,,,,,,
P0099,Product 0099,Books,FitMax,4794.69,5384.16,Valid,,,,,,,,
P0100,Product 0100,Fashion,TechPro,2022.88,2537.04,Valid,,,,,,,,
P0101,Product 0101,Sports,UrbanX,8429.68,10011.86,Valid,,,,,,,,
P0102,Product 0102,Books,DailyNeeds,2874.46,4314.92,Valid,,,,,,,,
P0103,Product 0103,Books,TechPro,985.18,1404.39,Valid,,,,,,,,
P0104,Product 0104,Sports,UrbanX,12756.56,16759.89,Valid,,,,,,,,
P0105,Product 0105,Fashion,UrbanX,11997.89,15257.31,Valid,,,,,,,,
P0106,Product 0106,Electronics,UrbanX,13901.61,20623.54,Valid,,,,,,,,
P0107,Product 0107,Sports,DailyNeeds,4978.35,5833.89,Valid,,,,,,,,
P0108,Product 0108,Fashion,DailyNeeds,13073.74,14579.03,Valid,,,,,,,,
P0109,Product 0109,Home & Kitchen,TechPro,6036.93,8936.66,Valid,,,,,,,,
P0110,Product 0110,Beauty,PrimeHome,1184.41,1755.95,Valid,,,,,,,,
P0111,Product 0111,Books,TechPro,6921.83,8266.37,Valid,,,,,,,,
P0112,Product 0112,Home & Kitchen,FitMax,8351.41,9786.04,Valid,,,,,,,,
P0113,Product 0113,Sports,TechPro,6538.18,9277.77,Valid,,,,,,,,
P0114,Product 0114,Beauty,TechPro,11802.99,13542.64,Valid,,,,,,,,
P0115,Product 0115,Electronics,UrbanX,5342.23,7331.23,Valid,,,,,,,,
P0116,Product 0116,Sports,PrimeHome,13823.81,19485.77,Valid,,,,,,,,
P0117,Product 0117,Beauty,Nova,1205.03,1653.7,Valid,,,,,,,,
P0118,Product 0118,Fashion,PrimeHome,10834.07,13874.72,Valid,,,,,,,,
P0119,Product 0119,Books,DailyNeeds,13941.77,20405.22,Valid,,,,,,,,
P0120,Product 0120,Electronics,DailyNeeds,8342.12,12655.77,Valid,,,,,,,,
P0121,Product 0121,Fashion,FitMax,13192.31,18623.36,Valid,,,,,,,,
P0122,Product 0122,Fashion,PrimeHome,10408.28,13290.41,Valid,,,,,,,,
P0123,Product 0123,Sports,DailyNeeds,316.49,489.92,Valid,,,,,,,,
P0124,Product 0124,Grocery,DailyNeeds,10101.55,13043.38,Valid,,,,,,,,
P0125,Product 0125,Books,DailyNeeds,9882.77,11213.42,Valid,,,,,,,,
P0126,Product 0126,Electronics,DailyNeeds,100.41,117.06,Valid,,,,,,,,
P0127,Product 0127,Electronics,PrimeHome,6196.49,7705.55,Valid,,,,,,,,
P0128,Product 0128,Books,PrimeHome,678.11,786.9,Valid,,,,,,,,
P0129,Product 0129,Sports,TechPro,4465.68,6456.47,Valid,,,,,,,,
P0130,Product 0130,Home & Kitchen,PrimeHome,14800.08,16082.21,Valid,,,,,,,,
P0131,Product 0131,Grocery,DailyNeeds,14110.23,17930.79,Valid,,,,,,,,
P0132,Product 0132,Fashion,FitMax,10304.4,15381.97,Valid,,,,,,,,
P0133,Product 0133,Electronics,Nova,5566.1,6319.4,Valid,,,,,,,,
P0134,Product 0134,Beauty,TechPro,6007.13,8114.19,Valid,,,,,,,,
P0135,Product 0135,Fashion,PrimeHome,669.4,1016.76,Valid,,,,,,,,
P0136,Product 0136,Fashion,Nova,5140.45,5724.66,Valid,,,,,,,,
P0137,Product 0137,Sports,UrbanX,11787.33,14667.81,Valid,,,,,,,,
P0138,Product 0138,Home & Kitchen,DailyNeeds,7838.36,8604.18,Valid,,,,,,,,
P0139,Product 0139,Sports,PrimeHome,7202.5,10088.05,Valid,,,,,,,,
P0140,Product 0140,Beauty,Nova,1457.36,1859.92,Valid,,,,,,,,
P0141,Product 0141,Books,DailyNeeds,13793.11,21037.82,Valid,,,,,,,,
P0142,Product 0142,Grocery,UrbanX,4317.79,6066.09,Valid,,,,,,,,
P0143,Product 0143,Sports,PrimeHome,5805.25,7912.05,Valid,,,,,,,,
P0144,Product 0144,Home & Kitchen,UrbanX,5027.58,7580.84,Valid,,,,,,,,
P0145,Product 0145,Sports,DailyNeeds,4998.14,5702.58,Valid,,,,,,,,
P0146,Product 0146,Beauty,FitMax,9029.93,13077.32,Valid,,,,,,,,
P0147,Product 0147,Beauty,FitMax,9442.78,13437.15,Valid,,,,,,,,
P0148,Product 0148,Home & Kitchen,Nova,9018.58,12593.8,Valid,,,,,,,,
P0149,Product 0149,Electronics,FitMax,1120.62,1546.34,Valid,,,,,,,,
P0150,Product 0150,Fashion,TechPro,14546.11,16560.1,Valid,,,,,,,,
P0151,Product 0151,Sports,DailyNeeds,10738.42,15706.02,Valid,,,,,,,,
P0152,Product 0152,Electronics,Nova,13252.66,18269.09,Valid,,,,,,,,
P0153,Product 0153,Fashion,FitMax,2479.07,3576.29,Valid,,,,,,,,
P0154,Product 0154,Beauty,UrbanX,13988.41,20867.38,Valid,,,,,,,,
P0155,Product 0155,Grocery,PrimeHome,10853.04,14488.16,Valid,,,,,,,,
P0156,Product 0156,Fashion,FitMax,7560.66,11565.81,Valid,,,,,,,,
P0157,Product 0157,Electronics,DailyNeeds,444.67,503.07,Valid,,,,,,,,
P0158,Product 0158,Home & Kitchen,TechPro,3872.47,4189.62,Valid,,,,,,,,
P0159,Product 0159,Electronics,DailyNeeds,12597.25,15558.53,Valid,,,,,,,,
P0160,Product 0160,Grocery,PrimeHome,5749.81,6795,Valid,,,,,,,,
P0161,Product 0161,Books,FitMax,10206.32,13678.48,Valid,,,,,,,,
P0162,Product 0162,Electronics,Nova,10988.82,13315.58,Valid,,,,,,,,
P0163,Product 0163,Electronics,TechPro,11657.18,16359.97,Valid,,,,,,,,
P0164,Product 0164,Beauty,Nova,5797.05,8836.47,Valid,,,,,,,,
P0165,Product 0165,Home & Kitchen,PrimeHome,13656.52,19686.56,Valid,,,,,,,,
P0166,Product 0166,Sports,TechPro,4453.78,5689.79,Valid,,,,,,,,
P0167,Product 0167,Grocery,FitMax,12557.36,19378.35,Valid,,,,,,,,
P0168,Product 0168,Home & Kitchen,FitMax,6428.52,9272.86,Valid,,,,,,,,
P0169,Product 0169,Books,DailyNeeds,3590.01,5245.42,Valid,,,,,,,,
P0170,Product 0170,Home & Kitchen,FitMax,5217.4,6136.87,Valid,,,,,,,,
P0171,Product 0171,Fashion,Nova,12013.5,16853.05,Valid,,,,,,,,
P0172,Product 0172,Grocery,TechPro,9261.57,10309.97,Valid,,,,,,,,
P0173,Product 0173,Fashion,TechPro,2136.51,2543.72,Valid,,,,,,,,
P0174,Product 0174,Fashion,Nova,1947.11,2117.92,Valid,,,,,,,,
P0175,Product 0175,Sports,TechPro,10339.29,14593.5,Valid,,,,,,,,
P0176,Product 0176,Sports,Nova,3668.43,3998.02,Valid,,,,,,,,
P0177,Product 0177,Beauty,TechPro,3209.03,4143.22,Valid,,,,,,,,
P0178,Product 0178,Electronics,UrbanX,11267.58,15605.23,Valid,,,,,,,,
P0179,Product 0179,Electronics,FitMax,4907.54,6003.63,Valid,,,,,,,,
P0180,Product 0180,Books,UrbanX,1117.75,1400.12,Valid,,,,,,,,
P0181,Product 0181,Fashion,TechPro,6430.04,9568.12,Valid,,,,,,,,
P0182,Product 0182,Fashion,TechPro,8580.76,12902.58,Valid,,,,,,,,
P0183,Product 0183,Books,FitMax,9062.19,13444.57,Valid,,,,,,,,
P0184,Product 0184,Home & Kitchen,PrimeHome,971.73,1391.97,Valid,,,,,,,,
P0185,Product 0185,Home & Kitchen,PrimeHome,6858.03,8301.23,Valid,,,,,,,,
P0186,Product 0186,Grocery,DailyNeeds,5457.47,6085.62,Valid,,,,,,,,
P0187,Product 0187,Books,Nova,6789.13,8891.63,Valid,,,,,,,,
P0188,Product 0188,Sports,TechPro,721.29,1092.37,Valid,,,,,,,,
P0189,Product 0189,Fashion,PrimeHome,4504.54,5337.82,Valid,,,,,,,,
P0190,Product 0190,Fashion,FitMax,9687.53,11416.64,Valid,,,,,,,,
P0191,Product 0191,Sports,TechPro,1976.15,2858.37,Valid,,,,,,,,
P0192,Product 0192,Books,DailyNeeds,14392.38,19548.23,Valid,,,,,,,,
P0193,Product 0193,Beauty,DailyNeeds,14909.27,18935.09,Valid,,,,,,,,
P0194,Product 0194,Books,Nova,5470.59,8126.32,Valid,,,,,,,,
P0195,Product 0195,Home & Kitchen,TechPro,10246.24,13871.24,Valid,,,,,,,,
P0196,Product 0196,Home & Kitchen,DailyNeeds,9566.62,14469.76,Valid,,,,,,,,
P0197,Product 0197,Sports,PrimeHome,2590.76,3246.3,Valid,,,,,,,,
P0198,Product 0198,Beauty,UrbanX,5884.09,7582.92,Valid,,,,,,,,
P0199,Product 0199,Electronics,PrimeHome,14711.63,16402.33,Valid,,,,,,,,
P0200,Product 0200,Home & Kitchen,Nova,2002.35,2508.57,Valid,,,,,,,,
P0201,Product 0201,Books,FitMax,8670.13,10096.07,Valid,,,,,,,,
P0202,Product 0202,Beauty,Nova,9027.79,9889.32,Valid,,,,,,,,
P0203,Product 0203,Books,Nova,2596.13,3115.9,Valid,,,,,,,,
P0204,Product 0204,Books,Nova,8075.2,10583.31,Valid,,,,,,,,
P0205,Product 0205,Home & Kitchen,Unknown,13770.19,16472.7,Valid,,,,,,,,
P0206,Product 0206,Fashion,UrbanX,1823.28,2062.62,Valid,,,,,,,,
P0207,Product 0207,Sports,TechPro,2927.17,3782.55,Valid,,,,,,,,
P0208,Product 0208,Beauty,Nova,3908.87,4493.2,Valid,,,,,,,,
P0209,Product 0209,Grocery,DailyNeeds,11289.6,12649.06,Valid,,,,,,,,
P0210,Product 0210,Fashion,PrimeHome,8701.05,13323.79,Valid,,,,,,,,
P0211,Product 0211,Home & Kitchen,PrimeHome,7602.85,9911.83,Valid,,,,,,,,
P0212,Product 0212,Electronics,TechPro,11901.76,17341.98,Valid,,,,,,,,
P0213,Product 0213,Home & Kitchen,Nova,14676.18,17028.31,Valid,,,,,,,,
P0214,Product 0214,Sports,TechPro,3019.77,3916.43,Valid,,,,,,,,
P0215,Product 0215,Books,TechPro,12199.55,13691.12,Valid,,,,,,,,
P0216,Product 0216,Books,DailyNeeds,5614.32,7150.1,Valid,,,,,,,,
P0217,Product 0217,Electronics,Unknown,2275.27,3341.02,Valid,,,,,,,,
P0218,Product 0218,Grocery,Nova,3922.15,5881.62,Valid,,,,,,,,
P0219,Product 0219,Sports,Nova,6049.52,8009.16,Valid,,,,,,,,
P0220,Product 0220,Fashion,FitMax,13497.5,16394.19,Valid,,,,,,,,
P0221,Product 0221,Fashion,PrimeHome,7228.3,10298.38,Valid,,,,,,,,
P0222,Product 0222,Books,UrbanX,9253.12,12772.05,Valid,,,,,,,,
P0223,Product 0223,Sports,Nova,595.19,774.42,Valid,,,,,,,,
P0224,Product 0224,Fashion,UrbanX,1053.7,1373.41,Valid,,,,,,,,
P0225,Product 0225,Beauty,PrimeHome,14081.16,18471.82,Valid,,,,,,,,
P0226,Product 0226,Grocery,FitMax,12590.94,15605.76,Valid,,,,,,,,
P0227,Product 0227,Electronics,DailyNeeds,7395.65,9791.22,Valid,,,,,,,,
P0228,Product 0228,Beauty,FitMax,3085.93,3416.02,Valid,,,,,,,,
P0229,Product 0229,Grocery,Nova,698.62,941.73,Valid,,,,,,,,
P0230,Product 0230,Electronics,TechPro,14632.7,19215.9,Valid,,,,,,,,
P0231,Product 0231,Beauty,PrimeHome,184.52,235.75,Valid,,,,,,,,
P0232,Product 0232,Beauty,UrbanX,3640.95,4486.66,Valid,,,,,,,,
P0233,Product 0233,Home & Kitchen,PrimeHome,10290.15,14120.52,Valid,,,,,,,,
P0234,Product 0234,Beauty,TechPro,14074.68,18408.81,Valid,,,,,,,,
P0235,Product 0235,Sports,Nova,1844.18,2079.12,Valid,,,,,,,,
P0236,Product 0236,Fashion,FitMax,11630.98,14608.43,Valid,,,,,,,,
P0237,Product 0237,Beauty,DailyNeeds,5043.35,5628.16,Valid,,,,,,,,
P0238,Product 0238,Beauty,FitMax,10227.8,12868.72,Valid,,,,,,,,
P0239,Product 0239,Electronics,Nova,1539.84,2048.65,Valid,,,,,,,,
P0240,Product 0240,Fashion,Nova,12985.77,16411.2,Valid,,,,,,,,
P0241,Product 0241,Sports,FitMax,10637.64,13196.7,Valid,,,,,,,,
P0242,Product 0242,Beauty,FitMax,14338.47,17380.24,Valid,,,,,,,,
P0243,Product 0243,Grocery,TechPro,7586.05,9554.12,Valid,,,,,,,,
P0244,Product 0244,Books,UrbanX,13326.6,14826.86,Valid,,,,,,,,
P0245,Product 0245,Fashion,UrbanX,8151.94,12612.14,Valid,,,,,,,,
P0246,Product 0246,Grocery,DailyNeeds,7740.56,10380.16,Valid,,,,,,,,
P0247,Product 0247,Grocery,Unknown,1509.7,2081.88,Valid,,,,,,,,
P0248,Product 0248,Home & Kitchen,DailyNeeds,12231.13,14262.43,Valid,,,,,,,,
P0249,Product 0249,Sports,Unknown,6241.82,9450.12,Valid,,,,,,,,
P0250,Product 0250,Fashion,DailyNeeds,9040.37,12190.46,Valid,,,,,,,,
P0251,Product 0251,Electronics,UrbanX,9795.31,12486.63,Valid,,,,,,,,
P0252,Product 0252,Fashion,Nova,11644.69,16479.69,Valid,,,,,,,,
P0253,Product 0253,Books,PrimeHome,8672.63,10607.01,Valid,,,,,,,,
P0254,Product 0254,Beauty,PrimeHome,9336.67,14185.03,Valid,,,,,,,,
P0255,Product 0255,Beauty,TechPro,7859.24,9113.4,Valid,,,,,,,,
P0256,Product 0256,Beauty,DailyNeeds,9247.88,13608.83,Valid,,,,,,,,
P0257,Product 0257,Books,DailyNeeds,6719.01,10309.02,Valid,,,,,,,,
P0258,Product 0258,Sports,UrbanX,11668.53,15298.83,Valid,,,,,,,,
P0259,Product 0259,Sports,TechPro,12176.56,18167.79,Valid,,,,,,,,
P0260,Product 0260,Beauty,Nova,7804.9,8691.81,Valid,,,,,,,,
P0261,Product 0261,Electronics,FitMax,2284.76,3133.95,Valid,,,,,,,,
P0262,Product 0262,Home & Kitchen,PrimeHome,5665.12,7066.84,Valid,,,,,,,,
P0263,Product 0263,Electronics,FitMax,12615.09,15784.33,Valid,,,,,,,,
P0264,Product 0264,Books,FitMax,13759.56,17772.82,Valid,,,,,,,,
P0265,Product 0265,Home & Kitchen,UrbanX,4079.09,5549.54,Valid,,,,,,,,
P0266,Product 0266,Fashion,Nova,14122.43,19341.04,Valid,,,,,,,,
P0267,Product 0267,Beauty,FitMax,4223.03,5113.19,Valid,,,,,,,,
P0268,Product 0268,Beauty,PrimeHome,13791.26,17383.26,Valid,,,,,,,,
P0269,Product 0269,Grocery,Nova,14037.99,16807.37,Valid,,,,,,,,
P0270,Product 0270,Fashion,TechPro,7622,10497.73,Valid,,,,,,,,
P0271,Product 0271,Books,Unknown,14263.23,16088.3,Valid,,,,,,,,
P0272,Product 0272,Fashion,TechPro,8284.16,10596.1,Valid,,,,,,,,
P0273,Product 0273,Books,UrbanX,5745.47,8847.39,Valid,,,,,,,,
P0274,Product 0274,Beauty,PrimeHome,12171.38,18801.44,Valid,,,,,,,,
P0275,Product 0275,Beauty,UrbanX,1716.98,2272.32,Valid,,,,,,,,
P0276,Product 0276,Sports,TechPro,3328.16,3981.5,Valid,,,,,,,,
P0277,Product 0277,Electronics,PrimeHome,3277.43,4438.44,Valid,,,,,,,,
P0278,Product 0278,Books,PrimeHome,9368.9,12269.29,Valid,,,,,,,,
P0279,Product 0279,Books,UrbanX,10662.21,11728.1,Valid,,,,,,,,
P0280,Product 0280,Fashion,Nova,12577.64,19430.88,Valid,,,,,,,,
P0281,Product 0281,Electronics,DailyNeeds,13507.94,16665.67,Valid,,,,,,,,
P0282,Product 0282,Books,DailyNeeds,13138.21,16654.8,Valid,,,,,,,,
P0283,Product 0283,Electronics,Nova,10261.72,13559.57,Valid,,,,,,,,
P0284,Product 0284,Sports,UrbanX,13730.92,20510.89,Valid,,,,,,,,
P0285,Product 0285,Fashion,PrimeHome,4205.61,6121.63,Valid,,,,,,,,
P0286,Product 0286,Books,TechPro,10906.61,12832.81,Valid,,,,,,,,
P0287,Product 0287,Grocery,FitMax,1242.34,1760.06,Valid,,,,,,,,
P0288,Product 0288,Books,DailyNeeds,1965.9,2931.25,Valid,,,,,,,,
P0289,Product 0289,Books,TechPro,3469.22,4911.39,Valid,,,,,,,,
P0290,Product 0290,Sports,DailyNeeds,1629.88,1866.89,Valid,,,,,,,,
P0291,Product 0291,Electronics,TechPro,14488.42,19317.15,Valid,,,,,,,,
P0292,Product 0292,Grocery,FitMax,7047.04,10388.2,Valid,,,,,,,,
P0293,Product 0293,Grocery,FitMax,13609.89,15949.97,Valid,,,,,,,,
P0294,Product 0294,Electronics,PrimeHome,7201.82,9600.84,Valid,,,,,,,,
P0295,Product 0295,Books,Nova,10525.18,14679.35,Valid,,,,,,,,
P0296,Product 0296,Electronics,FitMax,4893.55,6746.36,Valid,,,,,,,,
P0297,Product 0297,Sports,UrbanX,14264.92,16120.84,Valid,,,,,,,,
P0298,Product 0298,Fashion,UrbanX,619.93,750.37,Valid,,,,,,,,
P0299,Product 0299,Electronics,Nova,10491.33,14053.16,Valid,,,,,,,,
P0300,Product 0300,Fashion,DailyNeeds,14260.66,16800.75,Valid,,,,,,,,
P0301,Product 0301,Home & Kitchen,UrbanX,11843.41,14648.46,Valid,,,,,,,,
P0302,Product 0302,Home & Kitchen,FitMax,12431.18,15850.82,Valid,,,,,,,,
P0303,Product 0303,Home & Kitchen,UrbanX,4557.53,4951.32,Valid,,,,,,,,
P0304,Product 0304,Beauty,Nova,6832.54,9018.26,Valid,,,,,,,,
P0305,Product 0305,Sports,TechPro,2129.1,3294.86,Valid,,,,,,,,
P0306,Product 0306,Beauty,UrbanX,5708.44,7260.48,Valid,,,,,,,,
P0307,Product 0307,Sports,UrbanX,225.69,272.84,Valid,,,,,,,,
P0308,Product 0308,Home & Kitchen,Nova,11703.67,14031.62,Valid,,,,,,,,
P0309,Product 0309,Fashion,TechPro,14299.88,18906.33,Valid,,,,,,,,
P0310,Product 0310,Fashion,UrbanX,10542.66,13645.63,Valid,,,,,,,,
P0311,Product 0311,Home & Kitchen,DailyNeeds,12173.43,18079.16,Valid,,,,,,,,
P0312,Product 0312,Fashion,UrbanX,7750.7,10699.42,Valid,,,,,,,,
P0313,Product 0313,Beauty,PrimeHome,2955.86,3746.16,Valid,,,,,,,,
P0314,Product 0314,Sports,PrimeHome,10840.15,13672.69,Valid,,,,,,,,
P0315,Product 0315,Books,TechPro,4559.33,6096.64,Valid,,,,,,,,
P0316,Product 0316,Home & Kitchen,DailyNeeds,6946.92,8329.93,Valid,,,,,,,,
P0317,Product 0317,Electronics,Nova,13519.95,17288.47,Valid,,,,,,,,
P0318,Product 0318,Books,UrbanX,5656.76,6867.13,Valid,,,,,,,,
P0319,Product 0319,Books,DailyNeeds,4411.61,5833.34,Valid,,,,,,,,
P0320,Product 0320,Home & Kitchen,FitMax,572.25,765.04,Valid,,,,,,,,
P0321,Product 0321,Grocery,PrimeHome,10551.71,15595.43,Valid,,,,,,,,
P0322,Product 0322,Sports,Nova,3306.78,3961.7,Valid,,,,,,,,
P0323,Product 0323,Books,FitMax,9627.31,14491.23,Valid,,,,,,,,
P0324,Product 0324,Home & Kitchen,TechPro,5562.4,7406.76,Valid,,,,,,,,
P0325,Product 0325,Beauty,TechPro,11836.37,16826.72,Valid,,,,,,,,
